,Season,Date,Time,Home,Away,Home_goals,Away_goals,Result,AvgCH,AvgCD,AvgCA
874,2016/2017,2017-04-30,15:30:00,Admira,SK Rapid,3,2,H,4.35,3.57,1.8
875,2016/2017,2017-05-06,15:00:00,Mattersburg,Salzburg,2,1,H,5.93,4.09,1.53
876,2016/2017,2017-05-06,17:30:00,SK Rapid,Wolfsberger AC,4,0,H,1.58,3.9,5.84
877,2016/2017,2017-05-06,17:30:00,Ried,Admira,1,0,H,1.93,3.4,3.93
878,2016/2017,2017-05-06,17:30:00,Sturm Graz,St. Polten,3,2,H,1.66,3.81,5.06
879,2016/2017,2017-05-07,15:30:00,Altach,Austria Vienna,1,1,D,2.99,3.19,2.4
880,2016/2017,2017-05-13,15:00:00,Salzburg,SK Rapid,1,0,H,1.47,4.19,6.84
881,2016/2017,2017-05-13,17:30:00,Admira,Wolfsberger AC,3,2,H,2.18,3.22,3.36
882,2016/2017,2017-05-13,17:30:00,Austria Vienna,Ried,3,0,H,1.68,3.81,4.84
883,2016/2017,2017-05-13,17:30:00,St. Polten,Mattersburg,1,0,H,2.82,3.15,2.54
884,2016/2017,2017-05-14,15:30:00,Altach,Sturm Graz,1,2,A,2.4,3.13,3.02
885,2016/2017,2017-05-20,15:00:00,Ried,St. Polten,1,1,D,1.99,3.39,3.66
886,2016/2017,2017-05-20,17:30:00,Wolfsberger AC,Austria Vienna,2,1,H,3.81,3.65,1.89
887,2016/2017,2017-05-20,17:30:00,Mattersburg,Altach,1,0,H,2.26,3.25,3.16
888,2016/2017,2017-05-20,17:30:00,Salzburg,Admira,2,0,H,1.3,5.38,9.22
889,2016/2017,2017-05-21,15:30:00,SK Rapid,Sturm Graz,1,0,H,1.9,3.5,3.94
890,2016/2017,2017-05-25,15:30:00,Altach,Ried,0,2,A,2.09,3.51,3.28
891,2016/2017,2017-05-25,15:30:00,Austria Vienna,Salzburg,2,3,A,3.86,3.65,1.88
892,2016/2017,2017-05-25,15:30:00,Mattersburg,SK Rapid,1,3,A,2.68,3.37,2.51
893,2016/2017,2017-05-25,15:30:00,St. Polten,Wolfsberger AC,1,1,D,2.23,3.18,3.28
894,2016/2017,2017-05-25,15:30:00,Sturm Graz,Admira,2,1,H,1.6,4.09,5.14
895,2016/2017,2017-05-28,15:30:00,Wolfsberger AC,Sturm Graz,1,0,H,4.22,3.88,1.74
896,2016/2017,2017-05-28,15:30:00,Admira,Austria Vienna,1,6,A,3.33,3.67,2.01
897,2016/2017,2017-05-28,15:30:00,SK Rapid,St. Polten,2,1,H,2.24,3.26,3.17
898,2016/2017,2017-05-28,15:30:00,Ried,Mattersburg,2,3,A,1.67,3.98,4.67
899,2016/2017,2017-05-28,15:30:00,Salzburg,Altach,1,0,H,1.29,5.6,9.05
900,2017/2018,2017-07-22,15:00:00,SK Rapid,Mattersburg,2,2,D,1.61,3.91,5.34
901,2017/2018,2017-07-22,17:30:00,Wolfsberger AC,Salzburg,0,2,A,7.08,4.15,1.46
902,2017/2018,2017-07-22,17:30:00,LASK,Admira,3,0,H,1.95,3.44,3.79
903,2017/2018,2017-07-23,15:30:00,Altach,Austria Vienna,3,0,H,2.91,3.24,2.41
904,2017/2018,2017-07-23,18:00:00,Sturm Graz,St. Polten,3,2,H,1.76,3.54,4.71
905,2017/2018,2017-07-29,15:00:00,Salzburg,LASK,1,1,D,1.44,4.29,7.3
906,2017/2018,2017-07-29,17:30:00,Mattersburg,Wolfsberger AC,1,0,H,1.96,3.33,3.92
907,2017/2018,2017-07-29,17:30:00,St. Polten,SK Rapid,1,4,A,3.77,3.6,1.91
908,2017/2018,2017-07-30,15:00:00,Austria Vienna,Sturm Graz,2,3,A,1.98,3.52,3.6
909,2017/2018,2017-07-30,17:30:00,Admira,Altach,4,1,H,2.25,3.22,3.23
910,2017/2018,2017-08-05,15:00:00,LASK,St. Polten,2,0,H,1.67,3.83,4.91
911,2017/2018,2017-08-05,17:30:00,Salzburg,Admira,5,1,H,1.36,4.83,8.25
912,2017/2018,2017-08-06,15:30:00,Wolfsberger AC,Altach,1,0,H,2.64,3.1,2.73
913,2017/2018,2017-08-06,15:30:00,SK Rapid,Austria Vienna,2,2,D,1.88,3.68,3.83
914,2017/2018,2017-08-06,18:00:00,Mattersburg,Sturm Graz,2,3,A,2.4,3.26,2.91
915,2017/2018,2017-08-12,15:00:00,Altach,Salzburg,0,1,A,6.63,4.06,1.5
916,2017/2018,2017-08-12,17:30:00,Austria Vienna,LASK,2,0,H,2.09,3.49,3.32
917,2017/2018,2017-08-12,17:30:00,St. Polten,Mattersburg,0,0,D,2.69,3.3,2.55
918,2017/2018,2017-08-12,17:30:00,Sturm Graz,Wolfsberger AC,2,1,H,1.65,3.73,5.31
919,2017/2018,2017-08-13,15:30:00,Admira,SK Rapid,3,1,H,4.02,3.72,1.82
920,2017/2018,2017-08-19,15:00:00,SK Rapid,Sturm Graz,1,2,A,1.95,3.64,3.61
921,2017/2018,2017-08-19,17:30:00,Wolfsberger AC,Admira,2,0,H,2.53,3.18,2.81
922,2017/2018,2017-08-20,15:30:00,LASK,Altach,0,0,D,1.94,3.4,3.88
923,2017/2018,2017-08-20,15:30:00,Salzburg,St. Polten,5,1,H,1.29,5.39,9.65
924,2017/2018,2017-08-20,18:00:00,Mattersburg,Austria Vienna,1,3,A,2.45,3.44,2.72
925,2017/2018,2017-08-26,15:00:00,Wolfsberger AC,St. Polten,2,1,H,2.15,3.29,3.38
926,2017/2018,2017-08-26,17:30:00,SK Rapid,LASK,1,0,H,1.82,3.59,4.24
927,2017/2018,2017-08-27,15:30:00,Altach,Mattersburg,1,0,H,2.17,3.22,3.39
928,2017/2018,2017-08-27,15:30:00,Sturm Graz,Salzburg,1,0,H,3.87,3.53,1.91
929,2017/2018,2017-08-27,18:00:00,Admira,Austria Vienna,1,3,A,3.05,3.48,2.22
930,2017/2018,2017-09-09,15:00:00,LASK,Sturm Graz,2,1,H,2.68,3.2,2.62
931,2017/2018,2017-09-09,17:30:00,Austria Vienna,Wolfsberger AC,2,2,D,1.81,3.69,4.17
932,2017/2018,2017-09-09,17:30:00,Mattersburg,Admira,0,5,A,2.05,3.44,3.47
933,2017/2018,2017-09-09,17:30:00,St. Polten,Altach,1,2,A,2.59,3.2,2.72
934,2017/2018,2017-09-10,15:30:00,Salzburg,SK Rapid,2,2,D,1.62,3.88,5.26
935,2017/2018,2017-09-16,15:00:00,Altach,SK Rapid,2,2,D,3.24,3.28,2.22
936,2017/2018,2017-09-16,17:30:00,Wolfsberger AC,LASK,0,0,D,2.66,3.08,2.74
937,2017/2018,2017-09-16,17:30:00,Admira,Sturm Graz,2,1,H,3.04,3.45,2.25
938,2017/2018,2017-09-17,15:30:00,Mattersburg,Salzburg,1,2,A,5.48,3.95,1.59
939,2017/2018,2017-09-17,18:00:00,Austria Vienna,St. Polten,5,1,H,1.64,4.09,4.76
940,2017/2018,2017-09-23,15:00:00,SK Rapid,Wolfsberger AC,4,2,H,1.48,4.3,6.4
941,2017/2018,2017-09-23,17:30:00,LASK,Mattersburg,2,2,D,1.86,3.35,4.38
942,2017/2018,2017-09-23,17:30:00,St. Polten,Admira,1,1,D,2.87,3.36,2.39
943,2017/2018,2017-09-23,17:30:00,Sturm Graz,Altach,0,0,D,1.58,3.96,5.59
944,2017/2018,2017-09-24,15:30:00,Salzburg,Austria Vienna,0,0,D,1.29,5.66,9.25
945,2017/2018,2017-09-30,15:00:00,St. Polten,Sturm Graz,0,3,A,3.68,3.56,1.95
946,2017/2018,2017-09-30,17:30:00,Admira,LASK,4,2,H,3.3,3.3,2.19
947,2017/2018,2017-09-30,17:30:00,Mattersburg,SK Rapid,0,1,A,4.14,3.59,1.84
948,2017/2018,2017-10-01,15:30:00,Austria Vienna,Altach,2,0,H,2.24,3.45,3.06
949,2017/2018,2017-10-01,18:00:00,Salzburg,Wolfsberger AC,2,1,H,1.24,5.8,12.11
950,2017/2018,2017-10-14,15:00:00,LASK,Salzburg,1,3,A,4.74,3.66,1.72
951,2017/2018,2017-10-14,17:30:00,Wolfsberger AC,Mattersburg,2,2,D,2.38,3.18,3.01
952,2017/2018,2017-10-14,17:30:00,Altach,Admira,2,2,D,1.97,3.57,3.59
953,2017/2018,2017-10-14,17:30:00,SK Rapid,St. Polten,1,0,H,1.35,5.18,7.77
954,2017/2018,2017-10-15,15:30:00,Sturm Graz,Austria Vienna,3,0,H,1.75,3.9,4.23
955,2017/2018,2017-10-21,15:00:00,Sturm Graz,Mattersburg,3,2,H,1.65,3.85,5.06
956,2017/2018,2017-10-21,17:30:00,Altach,Wolfsberger AC,3,2,H,1.92,3.43,3.95
957,2017/2018,2017-10-21,17:30:00,St. Polten,LASK,0,1,A,3.26,3.3,2.19
958,2017/2018,2017-10-22,13:00:00,Admira,Salzburg,1,1,D,6.53,4.8,1.42
959,2017/2018,2017-10-22,15:30:00,Austria Vienna,SK Rapid,0,1,A,3.87,3.77,1.84
960,2017/2018,2017-10-28,15:00:00,SK Rapid,Admira,1,0,H,1.55,4.22,5.38
961,2017/2018,2017-10-28,17:30:00,LASK,Austria Vienna,2,2,D,1.97,3.58,3.55
962,2017/2018,2017-10-28,17:30:00,Mattersburg,St. Polten,1,1,D,1.89,3.53,3.95
963,2017/2018,2017-10-28,17:30:00,Salzburg,Altach,2,0,H,1.24,5.87,11.75
964,2017/2018,2017-10-29,15:30:00,Wolfsberger AC,Sturm Graz,0,2,A,4.35,3.59,1.8
965,2017/2018,2017-11-04,15:00:00,Sturm Graz,SK Rapid,0,0,D,2.57,3.3,2.68
966,2017/2018,2017-11-04,17:30:00,Admira,Wolfsberger AC,0,0,D,1.87,3.64,3.92
967,2017/2018,2017-11-04,17:30:00,Altach,LASK,2,4,A,2.54,3.19,2.78
968,2017/2018,2017-11-05,13:00:00,Austria Vienna,Mattersburg,1,3,A,1.99,3.6,3.49
969,2017/2018,2017-11-05,15:30:00,St. Polten,Salzburg,1,3,A,8.47,4.94,1.35
970,2017/2018,2017-11-18,15:00:00,LASK,SK Rapid,1,2,A,2.83,3.21,2.49
971,2017/2018,2017-11-18,17:30:00,Austria Vienna,Admira,2,3,A,2.12,3.62,3.15
972,2017/2018,2017-11-18,17:30:00,Mattersburg,Altach,1,0,H,2.21,3.24,3.27
973,2017/2018,2017-11-18,17:30:00,St. Polten,Wolfsberger AC,0,0,D,2.71,3.19,2.61
974,2017/2018,2017-11-19,15:30:00,Salzburg,Sturm Graz,5,0,H,1.56,3.98,5.74
975,2017/2018,2017-11-25,15:00:00,Sturm Graz,LASK,1,0,H,2.0,3.34,3.76
976,2017/2018,2017-11-25,17:30:00,Admira,Mattersburg,2,0,H,2.38,3.43,2.83
977,2017/2018,2017-11-25,17:30:00,Altach,St. Polten,3,0,H,1.73,3.68,4.63
978,2017/2018,2017-11-26,13:00:00,Wolfsberger AC,Austria Vienna,1,2,A,2.36,3.42,2.8
979,2017/2018,2017-11-26,15:30:00,SK Rapid,Salzburg,2,3,A,2.69,3.24,2.57
980,2017/2018,2017-11-28,18:00:00,Sturm Graz,Admira,6,1,H,1.6,3.98,5.3
981,2017/2018,2017-11-29,17:30:00,LASK,Wolfsberger AC,2,0,H,1.67,3.68,5.14
982,2017/2018,2017-11-29,17:30:00,Salzburg,Mattersburg,2,0,H,1.23,6.06,11.5
983,2017/2018,2017-11-29,17:30:00,St. Polten,Austria Vienna,1,0,H,3.04,3.49,2.23
984,2017/2018,2017-11-29,19:30:00,SK Rapid,Altach,1,2,A,1.47,4.27,6.65
985,2017/2018,2017-12-02,15:00:00,Wolfsberger AC,SK Rapid,0,0,D,4.39,3.48,1.82
986,2017/2018,2017-12-02,17:30:00,Admira,St. Polten,1,0,H,1.87,3.58,3.96
987,2017/2018,2017-12-02,17:30:00,Altach,Sturm Graz,1,2,A,3.3,3.28,2.18
988,2017/2018,2017-12-02,17:30:00,Mattersburg,LASK,1,0,H,2.9,3.2,2.45
989,2017/2018,2017-12-03,15:30:00,Austria Vienna,Salzburg,1,1,D,8.1,5.14,1.34
990,2017/2018,2017-12-09,15:00:00,SK Rapid,Mattersburg,2,2,D,1.53,4.12,5.82
991,2017/2018,2017-12-09,17:30:00,LASK,Admira,2,1,H,1.69,3.76,4.79
992,2017/2018,2017-12-09,17:30:00,Sturm Graz,St. Polten,3,2,H,1.37,4.77,8.03
993,2017/2018,2017-12-10,13:00:00,Altach,Austria Vienna,1,0,H,2.21,3.42,3.13
994,2017/2018,2017-12-10,15:30:00,Wolfsberger AC,Salzburg,0,0,D,6.65,4.15,1.48
995,2017/2018,2017-12-16,15:00:00,Salzburg,LASK,0,0,D,1.35,4.78,8.97
996,2017/2018,2017-12-16,17:30:00,Admira,Altach,3,1,H,2.53,3.33,2.67
997,2017/2018,2017-12-16,17:30:00,Mattersburg,Wolfsberger AC,5,1,H,2.19,3.24,3.3
998,2017/2018,2017-12-16,17:30:00,St. Polten,SK Rapid,0,5,A,6.53,4.23,1.48
999,2017/2018,2017-12-17,15:30:00,Austria Vienna,Sturm Graz,1,0,H,3.6,3.62,1.96
1000,2017/2018,2018-02-03,15:00:00,Mattersburg,Sturm Graz,1,0,H,3.48,3.28,2.1
1001,2017/2018,2018-02-03,17:30:00,Wolfsberger AC,Altach,0,0,D,2.4,3.09,3.04
1002,2017/2018,2018-02-03,17:30:00,LASK,St. Polten,2,1,H,1.48,4.23,6.42
1003,2017/2018,2018-02-03,17:30:00,Salzburg,Admira,2,1,H,1.13,7.99,18.96
1004,2017/2018,2018-02-04,15:30:00,SK Rapid,Austria Vienna,1,1,D,1.45,4.79,6.0
1005,2017/2018,2018-02-10,15:00:00,Altach,Salzburg,0,1,A,7.8,4.33,1.41
1006,2017/2018,2018-02-10,17:30:00,Austria Vienna,LASK,1,3,A,2.61,3.34,2.6
1007,2017/2018,2018-02-10,17:30:00,St. Polten,Mattersburg,0,3,A,3.07,3.24,2.3
1008,2017/2018,2018-02-10,17:30:00,Sturm Graz,Wolfsberger AC,0,1,A,1.65,3.62,5.44
1009,2017/2018,2018-02-11,15:30:00,Admira,SK Rapid,2,1,H,6.74,4.81,1.41
1010,2017/2018,2018-02-17,15:00:00,SK Rapid,Sturm Graz,1,1,D,1.89,3.52,3.94
1011,2017/2018,2018-02-17,17:30:00,Wolfsberger AC,Admira,1,3,A,1.86,3.49,4.16
1012,2017/2018,2018-02-17,17:30:00,LASK,Altach,2,0,H,1.5,4.08,6.55
1013,2017/2018,2018-02-17,17:30:00,Mattersburg,Austria Vienna,2,1,H,2.19,3.42,3.15
1014,2017/2018,2018-02-18,15:30:00,Salzburg,St. Polten,4,0,H,1.16,7.24,16.01
1015,2017/2018,2018-02-24,15:00:00,Admira,Austria Vienna,2,1,H,2.96,3.56,2.24
1016,2017/2018,2018-02-24,17:30:00,Wolfsberger AC,St. Polten,0,1,A,1.96,3.29,3.98
1017,2017/2018,2018-02-24,17:30:00,Altach,Mattersburg,1,1,D,2.67,3.13,2.68
1018,2017/2018,2018-02-24,17:30:00,SK Rapid,LASK,2,0,H,2.21,3.21,3.3
1019,2017/2018,2018-02-25,15:30:00,Sturm Graz,Salzburg,2,4,A,4.18,3.41,1.88
1020,2017/2018,2018-03-03,15:00:00,LASK,Sturm Graz,0,2,A,2.16,3.22,3.41
1021,2017/2018,2018-03-03,17:30:00,Austria Vienna,Wolfsberger AC,2,0,H,1.93,3.46,3.89
1022,2017/2018,2018-03-03,17:30:00,Mattersburg,Admira,3,2,H,1.68,3.9,4.71
1023,2017/2018,2018-03-03,17:30:00,St. Polten,Altach,1,2,A,2.67,3.12,2.69
1024,2017/2018,2018-03-04,15:30:00,Salzburg,SK Rapid,1,0,H,1.57,4.06,5.58
1025,2017/2018,2018-03-10,15:00:00,Altach,SK Rapid,0,0,D,3.79,3.51,1.94
1026,2017/2018,2018-03-10,17:30:00,Wolfsberger AC,LASK,0,3,A,3.92,3.14,2.03
1027,2017/2018,2018-03-10,17:30:00,Admira,Sturm Graz,2,4,A,4.34,3.68,1.78
1028,2017/2018,2018-03-10,17:30:00,Austria Vienna,St. Polten,4,0,H,1.57,4.08,5.44
1029,2017/2018,2018-03-11,15:30:00,Mattersburg,Salzburg,2,2,D,3.9,3.53,1.91
1030,2017/2018,2018-03-17,15:00:00,SK Rapid,Wolfsberger AC,5,1,H,1.4,4.4,8.1
1031,2017/2018,2018-03-17,17:30:00,LASK,Mattersburg,3,1,H,1.86,3.42,4.24
1032,2017/2018,2018-03-17,17:30:00,St. Polten,Admira,1,2,A,2.82,3.34,2.43
1033,2017/2018,2018-03-17,17:30:00,Sturm Graz,Altach,1,0,H,1.53,3.96,6.27
1034,2017/2018,2018-03-18,13:30:00,Salzburg,Austria Vienna,5,0,H,1.37,4.84,7.9
1035,2017/2018,2018-03-31,15:00:00,Admira,LASK,0,1,A,4.16,3.53,1.86
1036,2017/2018,2018-03-31,17:30:00,Austria Vienna,Altach,2,1,H,1.81,3.61,4.24
1037,2017/2018,2018-03-31,17:30:00,Salzburg,Wolfsberger AC,2,0,H,1.18,6.49,16.39
1038,2017/2018,2018-03-31,17:30:00,St. Polten,Sturm Graz,1,5,A,4.83,3.76,1.7
1039,2017/2018,2018-04-01,15:30:00,Mattersburg,SK Rapid,2,4,A,3.43,3.44,2.08
1040,2017/2018,2018-04-07,15:00:00,Sturm Graz,Austria Vienna,0,2,A,1.67,3.93,4.8
1041,2017/2018,2018-04-07,17:30:00,Wolfsberger AC,Mattersburg,0,2,A,2.91,3.23,2.43
1042,2017/2018,2018-04-07,17:30:00,Altach,Admira,1,2,A,1.93,3.49,3.85
1043,2017/2018,2018-04-07,17:30:00,SK Rapid,St. Polten,2,1,H,1.26,5.79,10.46
1044,2017/2018,2018-04-08,14:00:00,LASK,Salzburg,1,0,H,3.1,3.13,2.36
1045,2017/2018,2018-04-14,15:00:00,Sturm Graz,Mattersburg,3,0,H,1.7,3.73,4.79
1046,2017/2018,2018-04-14,17:30:00,Altach,Wolfsberger AC,2,1,H,2.19,3.2,3.38
1047,2017/2018,2018-04-14,17:30:00,St. Polten,LASK,1,3,A,5.98,3.9,1.56
1048,2017/2018,2018-04-15,15:30:00,Austria Vienna,SK Rapid,0,4,A,3.66,3.61,1.95
1049,2017/2018,2018-04-15,18:00:00,Admira,Salzburg,2,6,A,7.34,4.72,1.4
1050,2017/2018,2018-04-21,15:00:00,Wolfsberger AC,Sturm Graz,2,1,H,4.32,3.5,1.83
1051,2017/2018,2018-04-21,17:30:00,LASK,Austria Vienna,1,0,H,1.72,3.8,4.61
1052,2017/2018,2018-04-21,17:30:00,Mattersburg,St. Polten,1,1,D,1.75,3.71,4.55
1053,2017/2018,2018-04-22,13:30:00,Salzburg,Altach,3,1,H,1.25,5.85,10.76
1054,2017/2018,2018-04-22,15:30:00,SK Rapid,Admira,4,1,H,1.34,5.18,8.13
1055,2017/2018,2018-04-28,15:00:00,Austria Vienna,Mattersburg,2,3,A,2.17,3.51,3.14
1056,2017/2018,2018-04-28,17:30:00,Admira,Wolfsberger AC,4,2,H,1.95,3.5,3.81
1057,2017/2018,2018-04-28,17:30:00,Altach,LASK,0,2,A,3.92,3.38,1.95
1058,2017/2018,2018-04-29,15:30:00,Sturm Graz,SK Rapid,4,2,H,2.31,3.42,2.94
1059,2017/2018,2018-04-29,18:00:00,St. Polten,Salzburg,0,2,A,9.2,5.07,1.32
1060,2017/2018,2018-05-05,15:00:00,LASK,SK Rapid,0,2,A,2.18,3.35,3.29
1061,2017/2018,2018-05-05,17:30:00,Austria Vienna,Admira,0,0,D,1.74,4.17,4.02
1062,2017/2018,2018-05-05,17:30:00,Mattersburg,Altach,0,1,A,1.59,3.97,5.33
1063,2017/2018,2018-05-05,17:30:00,St. Polten,Wolfsberger AC,0,1,A,2.8,3.24,2.51
1064,2017/2018,2018-05-06,15:30:00,Salzburg,Sturm Graz,4,1,H,1.81,3.67,4.19
1065,2017/2018,2018-05-12,15:00:00,Sturm Graz,LASK,3,1,H,2.37,3.21,3.0
1066,2017/2018,2018-05-12,17:30:00,Admira,Mattersburg,1,1,D,2.66,3.54,2.46
1067,2017/2018,2018-05-12,17:30:00,Altach,St. Polten,1,3,A,1.78,3.63,4.41
1068,2017/2018,2018-05-13,15:30:00,SK Rapid,Salzburg,1,4,A,2.94,3.41,2.32
1069,2017/2018,2018-05-15,18:00:00,Wolfsberger AC,Austria Vienna,2,1,H,2.5,3.62,2.56
1070,2017/2018,2018-05-20,15:30:00,LASK,Wolfsberger AC,1,3,A,1.54,4.12,5.77
1071,2017/2018,2018-05-20,15:30:00,SK Rapid,Altach,4,1,H,1.31,5.33,8.79
1072,2017/2018,2018-05-20,15:30:00,Salzburg,Mattersburg,1,0,H,1.2,6.73,12.36
1073,2017/2018,2018-05-20,15:30:00,St. Polten,Austria Vienna,2,0,H,3.0,3.7,2.17
1074,2017/2018,2018-05-20,15:30:00,Sturm Graz,Admira,2,0,H,1.36,5.35,7.08
1075,2017/2018,2018-05-27,16:30:00,Wolfsberger AC,SK Rapid,0,0,D,3.18,3.79,2.06
1076,2017/2018,2018-05-27,16:30:00,Admira,St. Polten,0,2,A,1.99,3.69,3.43
1077,2017/2018,2018-05-27,16:30:00,Altach,Sturm Graz,0,0,D,2.91,3.62,2.25
1078,2017/2018,2018-05-27,16:30:00,Austria Vienna,Salzburg,4,0,H,5.82,4.8,1.46
1079,2017/2018,2018-05-27,16:30:00,Mattersburg,LASK,2,1,H,2.92,3.56,2.27
1080,2017/2018,2018-05-31,17:30:00,Neustadt,St. Polten,0,2,A,2.55,3.17,2.73
1081,2017/2018,2018-06-03,14:30:00,St. Polten,Neustadt,1,1,D,2.01,3.34,3.64
1082,2018/2019,2018-07-27,19:45:00,Austria Vienna,Wacker Innsbruck,2,1,H,1.59,4.01,5.31
1083,2018/2019,2018-07-28,16:00:00,Altach,Mattersburg,2,3,A,2.38,3.27,2.94
1084,2018/2019,2018-07-28,16:00:00,Sturm Graz,Hartberg,3,2,H,1.5,4.24,6.17
1085,2018/2019,2018-07-29,16:00:00,Admira,SK Rapid,0,3,A,6.84,4.89,1.4
1086,2018/2019,2018-07-29,16:00:00,Salzburg,LASK,3,1,H,1.46,4.2,7.15
1087,2018/2019,2018-07-29,16:00:00,St. Polten,Wolfsberger AC,4,3,H,2.7,3.2,2.61
1088,2018/2019,2018-08-04,16:00:00,Mattersburg,Salzburg,0,2,A,6.24,4.34,1.48
1089,2018/2019,2018-08-04,16:00:00,SK Rapid,Altach,1,1,D,1.31,5.26,8.78
1090,2018/2019,2018-08-04,16:00:00,Wacker Innsbruck,Sturm Graz,2,3,A,3.57,3.47,2.01
1091,2018/2019,2018-08-05,16:00:00,Wolfsberger AC,Austria Vienna,1,0,H,2.96,3.49,2.28
1092,2018/2019,2018-08-05,16:00:00,Hartberg,Admira,0,1,A,1.96,3.71,3.53
1093,2018/2019,2018-08-05,16:00:00,LASK,St. Polten,0,0,D,1.56,3.97,5.83
1094,2018/2019,2018-08-11,16:00:00,Altach,Wacker Innsbruck,1,2,A,2.0,3.46,3.65
1095,2018/2019,2018-08-11,16:00:00,Hartberg,Mattersburg,4,2,H,3.0,3.45,2.26
1096,2018/2019,2018-08-11,16:00:00,Salzburg,Austria Vienna,2,0,H,1.26,5.76,11.11
1097,2018/2019,2018-08-12,16:00:00,Admira,LASK,0,1,A,3.49,3.41,2.07
1098,2018/2019,2018-08-12,16:00:00,SK Rapid,Wolfsberger AC,0,0,D,1.48,4.34,6.39
1099,2018/2019,2018-08-12,16:00:00,St. Polten,Sturm Graz,2,0,H,3.5,3.46,2.05
1100,2018/2019,2018-08-18,16:00:00,Mattersburg,Wolfsberger AC,0,6,A,2.28,3.4,3.02
1101,2018/2019,2018-08-18,16:00:00,Salzburg,Hartberg,2,0,H,1.21,6.56,12.1
1102,2018/2019,2018-08-18,16:00:00,Wacker Innsbruck,St. Polten,0,2,A,1.96,3.5,3.74
1103,2018/2019,2018-08-19,16:00:00,Austria Vienna,Admira,4,0,H,1.42,4.74,6.73
1104,2018/2019,2018-08-19,16:00:00,LASK,SK Rapid,2,1,H,2.14,3.36,3.36
1105,2018/2019,2018-08-19,16:00:00,Sturm Graz,Altach,1,1,D,1.65,3.94,4.93
1106,2018/2019,2018-08-25,16:00:00,Wolfsberger AC,Sturm Graz,1,1,D,2.64,3.33,2.6
1107,2018/2019,2018-08-25,16:00:00,Altach,Salzburg,2,3,A,6.46,3.95,1.53
1108,2018/2019,2018-08-25,16:00:00,St. Polten,Austria Vienna,0,0,D,3.37,3.56,2.06
1109,2018/2019,2018-08-26,16:00:00,Admira,Mattersburg,0,0,D,3.06,3.65,2.17
1110,2018/2019,2018-08-26,16:00:00,Hartberg,LASK,0,1,A,4.06,3.68,1.84
1111,2018/2019,2018-08-26,16:00:00,SK Rapid,Wacker Innsbruck,2,1,H,1.46,4.6,6.23
1112,2018/2019,2018-09-01,16:00:00,Altach,St. Polten,1,2,A,2.1,3.44,3.39
1113,2018/2019,2018-09-01,16:00:00,Austria Vienna,Mattersburg,2,1,H,1.73,3.96,4.34
1114,2018/2019,2018-09-01,16:00:00,Wacker Innsbruck,Hartberg,2,1,H,1.95,3.7,3.61
1115,2018/2019,2018-09-02,16:00:00,LASK,Wolfsberger AC,2,0,H,1.63,3.68,5.67
1116,2018/2019,2018-09-02,16:00:00,Salzburg,Admira,3,1,H,1.12,8.63,18.81
1117,2018/2019,2018-09-02,16:00:00,Sturm Graz,SK Rapid,1,1,D,2.4,3.47,2.79
1118,2018/2019,2018-09-15,16:00:00,Admira,Sturm Graz,2,3,A,4.19,3.8,1.79
1119,2018/2019,2018-09-15,16:00:00,Hartberg,Altach,2,1,H,2.24,3.49,3.03
1120,2018/2019,2018-09-15,16:00:00,St. Polten,Salzburg,1,3,A,9.18,5.12,1.32
1121,2018/2019,2018-09-16,13:30:00,Wolfsberger AC,Wacker Innsbruck,3,1,H,1.88,3.5,4.1
1122,2018/2019,2018-09-16,13:30:00,Mattersburg,LASK,1,3,A,3.24,3.26,2.24
1123,2018/2019,2018-09-16,16:00:00,SK Rapid,Austria Vienna,0,1,A,1.99,3.57,3.61
1124,2018/2019,2018-09-22,16:00:00,Altach,Wolfsberger AC,0,1,A,2.86,3.26,2.46
1125,2018/2019,2018-09-22,16:00:00,St. Polten,Hartberg,3,0,H,2.23,3.49,3.07
1126,2018/2019,2018-09-22,16:00:00,Sturm Graz,Mattersburg,1,2,A,1.86,3.52,4.22
1127,2018/2019,2018-09-23,13:30:00,Austria Vienna,LASK,0,3,A,2.57,3.25,2.73
1128,2018/2019,2018-09-23,13:30:00,Wacker Innsbruck,Admira,1,3,A,1.83,3.81,3.99
1129,2018/2019,2018-09-23,16:00:00,Salzburg,SK Rapid,2,1,H,1.21,6.73,12.89
1130,2018/2019,2018-09-29,16:00:00,Wolfsberger AC,Salzburg,1,4,A,6.93,4.57,1.43
1131,2018/2019,2018-09-29,16:00:00,Admira,Altach,2,4,A,2.61,3.41,2.59
1132,2018/2019,2018-09-29,16:00:00,SK Rapid,St. Polten,0,2,A,1.5,4.5,5.81
1133,2018/2019,2018-09-30,13:30:00,Hartberg,Austria Vienna,0,1,A,3.25,3.54,2.12
1134,2018/2019,2018-09-30,13:30:00,Mattersburg,Wacker Innsbruck,2,1,H,1.91,3.72,3.69
1135,2018/2019,2018-09-30,16:00:00,LASK,Sturm Graz,0,0,D,1.83,3.59,4.22
1136,2018/2019,2018-10-06,16:00:00,Wolfsberger AC,Hartberg,3,4,A,1.69,3.92,4.65
1137,2018/2019,2018-10-06,16:00:00,Altach,Austria Vienna,2,0,H,3.13,3.36,2.25
1138,2018/2019,2018-10-06,16:00:00,St. Polten,Admira,0,0,D,1.85,3.72,3.92
